Domain,Sum of Estimated Clicks,Position
sacredhearteauclaire.org,29.0,13.0
arinsite.com,14.4,8.0
abchomeopathy.com,0.9000000000000001,17.0
savingourstrands.com,0.6,5.0
soin-et-nature.com,2.2,3.0
musixmatch.com,0.2,11.0
popscreen.com,6.599999999999998,14.25
bodhicittahealingcenter.com,1.8,10.0
nourishu.com,1.1,14.0
instagram.com,48.400000000000006,13.0
myfivekids.hubpages.com,5.8,2.0
microsoft.com,0.4,17.0
ajbaltes.com,97.5,7.333333333333333
glassbottlemarks.com,36.1,5.476190476190476
tehrandoctors.net,0.1,14.0
dryridgepolaris.com,0.1,16.0
kiksthasupastar.wordpress.com,0.1,20.0
thecatsite.com,6.5,6.75
travelchannel.com,5.6000000000000005,2.0
members.nursingquality.org,12.999999999999998,6.666666666666667
bevasarlas.tesco.hu,2.1,16.0
rigzone.com,2.0,11.0
careers.org,1.9000000000000001,12.75
theedenco.com,0.5,6.0
beautynesia.id,0.7000000000000001,16.0
collinsdictionary.com,0.1,15.0
redvelvetlondon.com,1.7,20.0
essentialhealingcu.com,25.500000000000004,3.4
amlactin.com,146.29999999999998,11.066666666666666
calmingcorners.com,1.0,9.0
boards.cruisecritic.com,0.4,8.0
hairlosslondon.org.uk,0.30000000000000004,16.0
skincarebyalana.com,0.1,11.0
tsbeauty.co.uk,2.7,5.5
irecommend.ru,1.9,6.5
herbpathy.com,0.1,20.0
us.cosme.net,0.1,12.0
wantitall.co.za,0.4,13.5
adorebeauty.com.au,0.30000000000000004,19.0
kissandmakeupsbeautyblog.com,0.2,19.0
marieclaire.co.uk,4316.1,6.932835820895522
howtobearedhead.com,0.7,12.0
care.com,13.1,16.5
rashresource.com,1.9000000000000001,13.4
search.pharmacyonline.com.au,0.2,11.0
dove.us,273.9,6.829787234042553
coupon-smart.com,0.7000000000000001,12.0
peggysmuse.com,5.7,14.0
itech.dickinson.edu,1.6,12.0
doesitreallywork.org,7.4,10.11111111111111
floridahealthfinder.gov,0.4,9.0
ohnotheydidnt.livejournal.com,1.5,7.0
sweetpeaskidswear.com,4.0,4.0
dental-health-advice.com,0.1,14.0
exfoliate.com,0.5,18.5
flavorsofmumbai.com,0.2,15.0
ez-squeeze.com,0.7,13.0
thebeautyphase.net,6.7,6.4
stachowskiwife.blogspot.com,0.1,17.0
konvy.com,0.5,19.0
4vector.com,0.2,17.0
1cleaningservice.com,0.6,5.0
solrus.com,17.5,1.0
vicburns.org.au,10.9,5.333333333333333
shopwell.com,0.4,11.5
kb.osu.edu,0.5,6.0
logodatabases.com,2.2,3.0
experience.com,5.0,6.666666666666667
makeuptipsdiary.com,0.7,15.0
oliveskinbeauty.com,0.1,13.0
mrssurvival.com,0.1,13.0
bestclearporesreview.blogspot.com,0.1,16.0
home.howstuffworks.com,0.1,19.0
dermwisconsin.com,0.1,13.0
psmag.com,0.1,20.0
kommedia.org,0.8,8.0
blog.beautynowapp.com,0.6000000000000001,9.5
beautybroadcast.net,1.9,17.0
amongmen.com,0.6,9.5
chemindustry.com,4.2,2.0
safbaby.com,0.1,18.0
indo-onlineshop.com,9.8,2.0
diaperswappers.com,0.1,16.0
foodformyfamily.com,0.30000000000000004,10.0
christopheschmitt.fr,0.0,16.0
imgbuddy.com,0.2,9.0
beautytipsmart.com,0.1,13.0
labelleglow.com,24.5,6.0
summitracing.com,1.0,6.0
lovelyish.com,0.4,14.0
techtimes.com,6.4,8.0
radarebook.org,2.5,5.333333333333333
wow.gamepedia.com,2.2,9.0
ethingsto.com,0.1,18.0
ryot.org,0.1,11.0
edcoogle.com,48.3,8.75
openexchangerates.github.io,12.1,3.0
amalabeauty.com,8.8,18.0
pediatrics.answers.com,7.7,11.866666666666667
news.cnet.com,0.6,5.0
beautystarlet.com,0.8,16.0
recipegirl.com,3.2,14.0
fooducate.com,0.1,18.0
heel-that-pain.com,0.1,20.0
dawncanning.com,1.5,16.333333333333332
ratemds.com,0.1,12.0
tipsfortanning.com,1.3,11.6
just-food.com,0.6,5.0
waset.org,0.3,12.0
carevitaminsonline.com,1.2,5.0
quitsmokingmessageboard.com,0.1,16.0
beautylab.nl,30.9,12.2
booksebooks.org,0.1,9.5
archive.org,0.0,3.0
draharonov.com,0.1,19.0
thinkgeek.com,1.0,14.5
ruqaiyakhan.com,0.4,10.0
mens-health-tips.com,3.0000000000000004,13.0
forumjualbeli.com,3.3,3.0
complex.com,22.600000000000005,8.666666666666666
forum.simplyshredded.com,10.399999999999999,7.5
bestclearomizer.com,0.3,11.0
helenabyelena.com,0.2,16.0
siromino.sakura.ne.jp,0.0,14.0
synaebloom.blogspot.com,0.2,17.0
11alive.com,3.2,14.0
amwayproductonline.blogspot.com,0.5,19.0
wehireheroes.com,0.1,18.0
purezing.com,1.1,15.333333333333334
aloe-vera-use.com,1.7,11.0
forum.grasscity.com,6.6000000000000005,12.666666666666666
vibrantnation.com,3.3,3.0
godfire.net,1.0,10.0
sharecare.com,47.00000000000001,13.87037037037037
livecrude.com,0.1,20.0
beginnertriathlete.com,0.2,19.0
choicesunlimited.ca,1.1,12.0
myessencebeauty.com,0.1,15.0
toyotasludge.com,2.7,5.0
acnecareboro.skincaretherapy.net,2.2,8.333333333333334
2kmusic.com,0.1,14.0
beautifulhameshablog.com,142.69999999999996,9.682539682539682
mimichatter.com,2.1,15.0
craftybynaturestudio.com,0.4,17.0
1stholistic.com,1.7,16.0
pinkladybeauty.com,11.500000000000002,9.333333333333334
beadcats.com,0.1,11.0
windows.microsoft.com,38.5,5.0
eggtartapproved.blogspot.com,0.1,19.0
mybeautybunny.com,39.10000000000001,7.2
dailyvanity.sg,0.2,18.0
bluekangaroo.com,5.3999999999999995,13.333333333333334
commonsensehome.com,23.8,10.1875
askdrshah.com,0.8999999999999999,14.0
smallbusiness.chron.com,0.4,18.0
naturallylindy.com,0.2,18.0
med.umich.edu,1.7,19.0
sunburntreatmenthq.com,634.1000000000001,8.117021276595745
healthcart.co.za,7.1,10.375
printmybabyshower.com,0.1,13.0
allergyaware.org,0.6,14.5
skin360clinic.com,7.8,8.0
goodreads.com,91.09999999999998,9.428571428571429
licencetodrill.ca,0.2,12.0
kessiahfilmdesign.co.uk,0.2,16.0
foodnetwork.co.uk,28.6,3.0
vapingcheap.com,0.3,12.0
kissmyface.com,11.5,10.25
sunspatans.com,0.1,20.0
walmart.ca,14.299999999999995,10.375
blog.perriconemd.com,3.3000000000000003,10.166666666666666
store.nutiva.com,18.9,14.333333333333334
jellinator.com,33.800000000000004,6.125
keithsgpellc.en.ec21.com,40.60000000000001,6.666666666666667
sedl.in,0.2,11.0
angelisangelic.wordpress.com,0.3,16.0
dentalbalm.com,20.6,3.6666666666666665
thedodo.com,0.1,19.0
diaperjungle.com,0.5,20.0
thegreeningofwestford.com,2.4000000000000004,11.5
ninertimes.com,0.2,20.0
cancercenter.com,18.2,11.625
cthx.com,0.1,16.0
extremeglow.com,0.1,20.0
kira-ramirez.com,2.1,16.0
birthright.co.nz,2.5,11.5
naturalhealingcenterma.com,0.2,9.0
dogskintreatments.com,17.0,2.8333333333333335
soletrader.co.uk,0.1,19.0
qbfood.com.sg,54.60000000000001,2.0
shantyhuang.com,3.8999999999999995,7.0
mizspa.com,0.8,10.0
ellestchic.blogspot.com,0.3,7.0
natralia.com,0.6000000000000001,14.5
naturecity.com,0.6,12.0
businessinsider.com,4.2,13.833333333333334
beautytips2007.blogspot.com,1.1,11.5
open.spotify.com,291.4,13.538461538461538
mom4real.com,15.0,8.666666666666666
findnsave.com,1.0,16.2
cqc.org.uk,1.6,4.0
qmed.com,0.1,11.0
africansheabutter.org,1.2,12.0
auntjudysattic.com,0.1,16.0
sterlingminerals.com,86.1,12.75
meghantelpner.com,24.3,13.6
herbalnutritionalproducts.com,0.1,20.0
sugarbeanjewelry.com,0.5,12.0
ximedica.com,0.6,11.5
catoura.blogspot.com,1.2,7.0
inibelogsaya.blogspot.com,0.3,13.0
henso.en.alibaba.com,0.2,18.0
safaribookings.com,0.2,20.0
bulkapothecary.com,14.5,9.714285714285714
createspace.com,1.1,19.0
chagrinvalleysoapandsalve.com,75.80000000000001,11.333333333333334
uk.i-d-s.com,1.0,6.0
nrel.gov,6.3,8.666666666666666
environmentalscience.org,7.3,8.555555555555555
pompeiiorganics.com,0.3,15.0
urbandictionary.com,1389.0,6.333333333333333
vogue.com.au,32.50000000000001,11.125
theatlantic.com,0.4,13.666666666666666
kgbanswers.co.uk,1.7,18.0
ebread.faithweb.com,3.9,20.0
aromahead.com,3.6,10.0
style21.com,64.9,7.533333333333333
pharmacyonline.com.au,0.5,12.0
brookacademy.org,0.2,8.0
tofarmakeiomou.gr,0.6000000000000001,9.5
homestead-and-survival.com,0.4,20.0
staples.com,4.0,18.333333333333332
skinnywrapgirls.com,0.1,14.0
refinery29.com,212.19999999999996,12.340425531914894
makingskincare.com,0.5,16.5
radiantoilandgas.com,81.39999999999999,3.2
trialsntresses.com,0.9,14.5
largepro.com,5.9,20.0
carehomewatchdog.com,0.4,9.0
likyon.com,0.1,18.0
mp3total.xyz,0.1,20.0
wisebread.com,0.1,19.0
calgon.pdcbrandsusa.com,18.099999999999998,6.666666666666667
homeguides.sfgate.com,17.4,11.615384615384615
ratzillacosme.com,21.2,9.0
dtic.mil,0.3,17.0
petful.com,1.7,12.5
exoticwaytoburn.blogspot.com,0.5,14.0
wildernessfamilynaturals.com,132.2,17.333333333333332
thehealingfarm.com,0.1,18.0
paleohacks.com,40.60000000000001,12.065217391304348
beansonbroadway.com,0.2,18.0
schedulicity.com,14.2,11.0
pubchem.ncbi.nlm.nih.gov,1.4000000000000001,12.0
babymed.com,310.5,4.529411764705882
beautyandlifestylehunter.blogspot.com,2.3000000000000003,19.0
crownoflifeonline.com,0.1,12.0
healingcodesinfo.com,0.2,13.0
themakeupsnob.com,0.8,12.5
sportshumor23.wordpress.com,0.1,16.0
newgenerationenergy.org,0.1,12.0
healthinplainenglish.com,0.5,18.0
texasaquarium.chemtel.net,0.3,20.0
diettipsfor-weightloss.blogspot.com,0.1,11.0
cotzskincare.com,0.6,14.5
marinamoua.com,0.1,17.0
officer.com,0.2,10.0
beauty042.beautybestonline.work,0.1,18.0
forgerock.com,0.1,18.0
herbarium.iastate.edu,12.1,3.0
happiestladies.blogspot.com,0.1,14.0
dlhsyc.net,0.0,18.0
afrostore.se,20.3,7.5
rochesterheating.co.uk,0.7,18.333333333333332
putneyfarm.com,3.0,5.0
perfumemaster.org,0.3,7.0
doesitworkforme.com,44.300000000000004,2.6
answers.google.com,7.7,14.333333333333334
iconosquare.com,4.5,16.142857142857142
thesage.com,12.300000000000002,10.166666666666666
jnynita.com,2.6,9.0
joyreactor.com,1.0,11.333333333333334
utahfacialplastics.com,0.5,17.0
lovelygirliebits.com,12.2,13.0
delawareonline.com,0.1,20.0
mommieswithstyle.com,2.9000000000000004,13.6
earthlearningidea.com,0.1,11.0
minmaxboards.com,0.2,16.0
honeybee-propolis.com,0.1,20.0
ishbt.org,0.2,19.0
aerialamy.com,14.600000000000001,6.666666666666667
c-sharpcorner.com,2.1,16.0
thetahealth.co.za,0.1,13.0
notonthehighstreet.com,1.2,14.5
wrapsales.com,0.1,17.0
icantbelieveitsnotbutter.com,270.0,6.0
forums.psychcentral.com,1.5000000000000002,10.0
diyjoy.com,6.300000000000001,14.25
lymphatichealth.com,0.2,10.0
beautyjunkiesunite.com,3.7,11.0
moknowshair.com,26.6,10.0
welovefpp.blogspot.com,0.2,13.0
hawaii-gourmet-shopping.com,4.2,9.88888888888889
perfumeshrine.blogspot.com,0.2,11.0
eyedoctorguide.com,0.6000000000000001,14.333333333333334
prettyinmypocket.com,28.8,8.333333333333334
flexonline.com,0.2,16.5
latan.com,1.4000000000000001,15.5
planete-energies.com,0.1,14.0
sweets.seriouseats.com,13.1,13.25
forums.avianavenue.com,10.2,3.4
entirelypets.com,0.2,18.0
stylepharma.com,0.7000000000000001,19.0
tw.iherb.com,9.9,3.0
naturalhealthyteam.com,0.1,11.0
vkool.com,29.500000000000004,14.266666666666667
globalaloe.com,32.0,9.0
mb.com.ph,0.3,20.0
realself.com,482.80000000000024,9.795180722891565
journal.scconline.org,0.5,19.5
five.vn,2.0,6.0
lorealparis.com.au,0.1,14.0
elleinadsays.wordpress.com,8.1,5.5
beingstray.com,2.6,6.0
watsans.com,2.5,11.0
newsnow.co.uk,0.3,14.0
fao.org,1.8000000000000003,11.2
rockler.com,0.5,13.0
easy-aromatherapy-recipes.com,1.9000000000000001,9.0
myblisskiss.com,0.3,15.0
naivecookcooks.com,0.30000000000000004,17.5
aocd.org,44.40000000000001,10.0
missnattysbeautydiary.com,0.6000000000000001,12.666666666666666
reallyree.com,12.699999999999998,15.333333333333334
yourepeat.com,1.4,12.0
scientificnameofaloevera.thecoldlightofday.net,0.2,14.0
morninglightstore.com,0.1,13.0
epicurious.com,23.199999999999996,9.3125
familysavings.com,0.1,17.0
stacoolvest.com,5.199999999999999,15.166666666666666
jilliancyork.com,0.4,11.333333333333334
primebeautyblog.net,0.4,11.0
thebodystore.us,0.1,12.0
minwax.com,8.200000000000001,3.5
sayacantik.com,0.7,17.5
vlvwarehouse.com,0.3,11.0
yollieorientalonline.com,0.4,8.5
hair.allwomenstalk.com,177.39999999999995,9.08695652173913
itaya.in,0.2,15.0
savingstar.com,4.6,16.25
b2bcomposites.com,0.1,14.0
mraloevera.com,0.4,16.0
loudoffice.com,0.4,9.0
stealherstyle.net,0.30000000000000004,15.0
globenewswire.com,4.0,14.666666666666666
plasticenggworks.com,0.1,17.0
toplisthub.com,0.1,17.0
azurebeautylondon.com,0.1,20.0
naturemoms.com,0.1,17.0
employees.oneonta.edu,0.1,13.0
advanced-systemcare-ultimate.en.softonic.com,9.9,10.0
diabetes.org,69.19999999999999,7.818181818181818
beautyproducts.healthybe.uk,0.1,17.0
hotmamabodywrap.com,5.199999999999999,11.555555555555555
elkodaily.com,0.7000000000000001,19.0
medicalcontent.hubpages.com,1.2,11.5
yourcancercure.wordpress.com,12.3,5.0
criticalcactus.com,1.7,11.0
stlmedical.com,1.0,6.5
mrfood.com,0.1,13.0
hpproducts.com,0.2,17.0
gertrudelawler.com,0.5,16.0
avonladynj.com,0.1,15.0
raddestmom.com,0.4,18.0
aeif.scalemodel.net,0.0,14.0
bbcgoodfood.com,27.900000000000002,10.9
thevirginhaircompany.co.uk,1.5,17.25
5starcosmetics.co.uk,6.4,8.0
pirate4x4.com,0.4,15.5
seminarprojects.org,1.4,10.5
lightninglabels.com,1.0,10.0
healthyessentials.ca,22.799999999999997,4.0
diabetes.co.uk,18.600000000000005,6.25
medicaldaily.com,97.49999999999999,8.833333333333334
shimitaghtiran.com,0.5,16.0
redsquare.co.za,1.1,17.0
dailymakeover.com,610.9000000000004,12.68918918918919
dermatlanta.com,0.1,11.0
meatglobalbrands.com,0.1,19.0
listverse.com,2.0,9.333333333333334
savorysweetlife.com,101.9,5.666666666666667
alleventsadviser.com,0.1,13.0
us.boots.com,5.6000000000000005,10.5
totallytarget.com,11.199999999999998,11.846153846153847
itsdelicioustan.com,1.1,3.0
bobnirma.com,4.4,17.0
thedabblist.com,0.2,18.0
lilmisschickas.com,0.5,15.0
termpaperwarehouse.com,2.1,7.25
shesaidbeauty.com,28.600000000000005,9.0
surveymonkey.com,0.5,18.0
myskin.com,64.5,9.68421052631579
willmaster.com,6.7,10.0
sweetcakes.com,1.0,6.0
metro.co.uk,0.7,16.333333333333332
wtownky.org,2.3000000000000003,9.666666666666666
lezoemusings.com,56.80000000000001,7.8
butterbuds.com,6.4,9.0
timesofindia.indiatimes.com,13.1,15.038461538461538
thebeautylookbook.com,2.2,3.0
tolweb.org,4.1000000000000005,4.0
laurawitwer.com,0.2,18.0
doctorscrossing.com,0.2,12.5
theyummylife.com,0.7,12.4
naturallycurly.com,1399.6000000000004,7.895927601809955
progressivesurface.com,0.4,20.0
bestcarehome.co.uk,0.2,12.0
bodybrazilianhair.bigcartel.com,0.8,11.0
amberrosetalk.blogspot.com,1.2,5.0
queenbeesalonspa.com,1.4000000000000001,19.0
wholesale-perfumes.eu,3.3000000000000003,10.0
sagusent.tumblr.com,0.1,15.0
worldofpediatrics.com,15.500000000000002,5.555555555555555
amazing9world.blogspot.com,0.8,4.0
kalibeauty.com,0.1,13.0
thebeautysalon.hubpages.com,11.2,6.6
inquisitr.com,0.2,10.0
herbariasoap.com,0.1,17.0
physiciancareeropportunities.com,0.2,8.0
sabilaaloe.com,0.1,18.0
olinat.co.za,0.30000000000000004,14.0
latestinbeauty.com,19.700000000000003,14.333333333333334
dog-health-handbook.com,0.7,12.0
thisnext.com,5.3,10.125
stewartnutrition.co.uk,7.4,8.5
budget101.com,0.1,12.0
ladiesbalance.com,58.900000000000006,7.857142857142857
de-brewerz.com,1.4000000000000001,11.0
madform.co.uk,0.1,19.0
atopalm.com,0.6,10.0
dogster.com,21.400000000000002,9.285714285714286
agriculturedefensecoalition.org,0.1,15.0
rodeo.net,97.6,3.5
wounds-uk.com,1.1,8.666666666666666
naturalfeetfootzonology.com,0.8,4.0
whyyyjen.tumblr.com,52.5,1.0
kerastase-usa.com,0.6,8.0
aardvarkmemphis.com,0.1,18.0
symbios.pk,3.7000000000000006,10.666666666666666
stillwatercommunityconnection.com,0.1,18.0
palmers.com,744.500000000001,11.163934426229508
musthavemom.com,0.2,18.0
flawlessandfabulous.wordpress.com,2.5,6.0
thebestskinlotion.blogspot.com,0.2,16.0
ecolips.com,0.7,14.0
good2you.co.nz,7.000000000000001,2.0
marvinbennie.com,1.0,10.0
int.elastoplast.net,5.0,1.0
dearbody.en.alibaba.com,0.2,9.0
skinwhiteningessentialsusa.com,21.5,5.714285714285714
beautyandmakeupmatters.com,69.60000000000001,7.764705882352941
mall.speedway.com,0.2,16.0
pslmc.com,0.7000000000000001,20.0
cokebottlebeauties.com,0.6,7.0
lindysstainless.com,1.7,17.0
thekrazycouponlady.com,101.60000000000001,9.670731707317072
myhomeremedies.com,376.59999999999997,11.909090909090908
dogencyclopedia.net,1.1,3.0
hibeautiful.net,10.1,5.5
thisisclassicalguitar.com,0.1,11.0
hellobeautiful.com,13.299999999999997,9.0
spoilyourselfrotten.com,0.2,12.0
nailfunguscureguide.info,0.1,19.0
sustainabilityworkshop.autodesk.com,0.4,10.0
life-camera-fashion.blogspot.com,0.6,17.0
becoming-beautiful.com,3.1,4.333333333333333
babychildcareuk.blogspot.com,0.1,18.0
modojo.com,0.2,19.0
lebenskunstphilosophie.de,0.0,15.0
beautytobeyond.com,0.2,13.0
unilever.com.my,1.8,10.0
myadbaby.com,13.0,16.0
download-place.net,0.2,14.0
butterlondon.com,23.400000000000002,8.5
miracle-plant-aloe-vera.com,23.700000000000003,10.916666666666666
frbservices.org,0.3,19.0
fidoseofreality.com,0.8,4.0
healthysexybody.com,29.600000000000005,8.25
blogberlinmd.com,1.0,6.0
mylook.ee,1.6,6.0
articles.philly.com,0.0,10.0
dax.com.pl,0.5,20.0
ahlanlive.com,0.6,7.0
glad2teach.co.uk,8.2,2.25
consumerist.com,141.29999999999998,14.181818181818182
healthytippingpoint.com,0.1,15.0
beautyandcharms.wordpress.com,16.1,13.0
supportmpci.org,0.1,15.0
getawife-julski.blogspot.com,0.1,13.0
justnaturallife.com,0.1,16.0
brainz.org,0.3,14.0
ferapharma.com,0.4,13.5
oceanservice.noaa.gov,1.6,14.166666666666666
lakwatseramom.blogspot.com,0.7,12.0
guide.alibaba.com,100.80000000000001,12.014492753623188
cosmeticallycurious.ca,0.1,16.0
apartmenttherapy.com,1.7000000000000002,14.0
thegrommet.com,13.2,17.666666666666668
cometplumbing.com,0.8,4.0
skinverse.com,0.9,17.0
jcrew.com,21.000000000000004,14.125
dqydj.net,0.1,17.0
in.reuters.com,0.2,17.0
endostem.eu,0.9999999999999999,15.8
ouidad.com,33.400000000000006,10.7
infertilitysucks.wordpress.com,0.1,20.0
thealoeverasite.com,1.8,12.0
becomeacouponqueen.com,0.5,19.0
shop.parknicollet.com,0.3,11.0
karlasugar.net,8.7,3.5
tanninglotionsupply.com,8.1,6.444444444444445
softpedia.com,6.3,14.75
marineimpressions.net,2.2,8.2
accesscorrections.com,0.5,15.0
meenabazar.com.bd,1.1,3.0
cedars-sinai.edu,0.5,12.0
nutiva.com,10.2,5.0
blog.oceancaresolutions.com,1.1,3.0
cookingandcooking.com,0.5,20.0
indianbeautycenter.blogspot.com,0.7,13.25
bananaboat.com.au,3.5,9.555555555555555
bluemercury.com,14.399999999999995,11.96
pixcooler.com,427.3,7.666666666666667
crueltyfreekit.com,8.8,7.0
carsforsale.com,0.1,20.0
berkeleywellness.com,2.4,13.166666666666666
houston.cbslocal.com,0.2,10.0
digitaltrends.com,0.30000000000000004,17.5
kripalu.org,0.1,15.0
pauleide.com,0.1,20.0
neogaf.com,0.1,16.0
secure.cooperbooth.com,3.8000000000000007,7.6
forum.bodybuilding.com,81.29999999999998,9.148148148148149
explorepharma.wordpress.com,0.8,10.0
plastictom.com,0.1,17.0
chemmart.com.au,0.4,8.0
doityourself.com,7.7,9.0
websta.me,2.4,12.5
bellabaci.com,0.6000000000000001,15.333333333333334
sageandsweetgrassspa.com,0.3,16.0
soapmakingforum.com,0.8,4.0
parenting.stackexchange.com,0.7,13.142857142857142
visualsearch.tk,0.4,8.5
oncosec.com,0.1,12.0
aloeferoxonline.com,0.6,5.0
perfumes.allwomenstalk.com,2.7,7.0
thelushlonghaircareguide.com,52.8,3.0
finneganmedicalsupply.com,0.1,12.0
thebeautifultruth.ie,0.1,17.0
revenue.ky.gov,5.5,3.0
valleychildrens.org,8.0,7.5
islandsoap.com,0.2,14.0
ikyta.org,1.0000000000000002,13.333333333333334
scarsandspots.com,13.9,11.692307692307692
bdcost.com,0.2,11.5
heunifies.com,0.2,15.0
timo-huber.info,0.1,16.0
dynado840.zoomtube.brasilia.me,0.1,14.0
integrativeharmony.com,0.7000000000000001,19.0
floridaairbrushtanning.com,0.3,18.0
bodybuildingdungeon.com,0.2,8.0
uae.makeupandbeauty.com,35.1,7.7894736842105265
cleaningadvices.blog.com,0.4,12.0
bakedbree.com,4.0,14.5
kabayancentral.com,1.4000000000000001,2.0
dirttogrowon.blogspot.com,0.30000000000000004,15.0
diabetes.about.com,1.4000000000000001,17.5
deephealing.eu,1.5,15.0
blog.udemy.com,1.7000000000000002,12.666666666666666
blubutterflynailtips.com,11.4,1.25
keratosisfastremedy.co,0.3,18.0
candyindustry.com,0.2,9.0
morethangreens.wordpress.com,0.1,15.0
healthadvice4life.com,267.7,7.166666666666667
musicfinder.me,0.7000000000000001,15.0
store.americanapparel.net,62.2,9.941176470588236
chickadvisor.com,6.399999999999999,13.363636363636363
couponcravings.com,0.1,14.0
greenorigins.co.uk,0.2,16.0
logofoo.com,0.4,10.0
josscrowcroft.github.io,17.900000000000002,1.5
handletheheat.com,2.7,14.5
dukecitycrossfit.com,0.4,15.0
stitch-sew.com,0.30000000000000004,10.0
southwestclimatechange.org,1.2000000000000002,10.0
outinstyle.com,0.2,18.0
agselect.com,3.2,4.0
couponingfor4.net,0.8,13.333333333333334
teddie.com,0.4,19.0
pa-beautystation.com,10.4,9.0
nurseslearning.com,0.2,20.0
skincare.lovetoknow.com,1667.5999999999992,9.166666666666666
aesacnetreatmentsf.com,0.1,12.0
littlecitylivin.wordpress.com,3.2,4.5
swell.com,0.9000000000000001,18.0
trusper.com,421.30000000000007,6.461538461538462
thetreasurehunteruk.com,1.9,5.666666666666667
engineeringtoolbox.com,2.4,5.0
lyrics007.com,15.8,7.666666666666667
copycouponcode.com,0.1,18.0
tipsybartender.com,0.5,14.0
theimpulsivebuy.com,0.3,18.0
blackpaint.sg,0.6,5.0
live-clear.com,1.7999999999999998,5.0
listings.findthecompany.com,0.1,15.5
ketkpgan.com,0.7000000000000001,14.0
ashevillebba.com,1.8,9.0
sumbody.com,0.1,16.0
smartpractice.com,2.0,13.666666666666666
techsmartbox.com,0.7000000000000001,11.0
sac-ados.eu,0.0,10.0
nehasadana.hubpages.com,98.99999999999999,8.3
1357zhe.com,0.0,8.0
goodhousekeeping.com,1248.9000000000003,9.848101265822784
pharmacydirect.com.au,0.4,16.0
thesugarlane.com,0.4,14.0
glamourdaze.com,2.5,1.0
clarins.co.uk,2.8000000000000003,15.333333333333334
365daysofbakingandmore.com,4.6,17.0
fxaworld.com,0.1,14.0
theglobeandmail.com,0.30000000000000004,13.0
muscleforlife.com,0.5,14.0
yogainternational.com,0.3,17.0
benefitsofforever.wordpress.com,3.0,5.0
rockstarspraytans.com,0.30000000000000004,17.0
ftw.usatoday.com,0.1,16.0
mono55.buzznet.com,210.4,2.5
sunbutter.com,6.6,2.5
flickrhivemind.net,0.5,11.0
gov.uk,11.8,8.2
miamiglowtanning.com,0.3,14.0
newyoungerskintreatment.xyz,0.2,18.0
thehealingcenter.net,26.0,9.0
secure.utah.gov,0.5,6.0
askmewhats.com,88.8,8.951219512195122
selftanning.com,29.700000000000003,9.121212121212121
teachsoap.com,0.4,10.5
theindianfuchsia.blogspot.com,0.4,10.0
westsidemedicalspa.com,0.6,5.0
grantcountydrugs.com,1.5,7.0
lyriczz.com,1.1,20.0
lifescript.com,54.500000000000014,11.041666666666666
davidlebovitz.com,1.7,12.333333333333334
lollieshopping.com,52.8,5.0
lipbalm.land,0.4,15.0
thick.regrowyoureyelashes.com,7.5,6.0
csn.cancer.org,3.8999999999999995,12.0
healthimpactnews.com,728.2999999999998,8.666666666666666
chickettes.com,0.4,14.0
sciforums.com,0.0,6.0
guidestar.org,1.7,18.0
seetheworldinmyeyes.com,0.5,20.0
ziptape.com,0.1,17.0
radiohannibal.com,2.0,6.0
sknclinics.co.uk,0.2,9.0
allskinrashes.blogspot.com,9.8,2.0
homemadeforelle.com,1.1,11.75
blackhairvolution.com,2.1,15.0
fustany.com,0.4,14.5
branders.com,0.2,18.0
mothercare.com,0.8999999999999999,15.4
trendsgirl.com,3.7,4.5
healthadel.com,0.1,17.0
penmai.com,0.6,13.0
frompo.com,0.1,20.0
marathonswimmers.org,0.1,16.0
internationaleczema-psoriasisfoundation.org,1.2,16.5
baghunter.com,0.7999999999999999,14.0
convert-to.com,1.6,12.75
kikocosmetics.com,1.3,15.0
deobazaar.com,0.30000000000000004,12.0
spiritvoyage.com,14.200000000000001,7.5
atcott.com,1.0,11.2
iwearlipstick.com,0.2,13.0
archiveofourown.org,38.0,12.5
gentag.com,32.0,10.0
uhs.umich.edu,0.2,20.0
elainempress.blogspot.com,25.900000000000002,4.5
diapers.linkhowto.com,0.1,17.0
sallyhansen.com,12.400000000000002,8.5
divicodistributors.com,0.1,20.0
invasivespeciesinfo.gov,6.4,9.0
jaquabathandbody.com,0.1,16.0
carters.com,32.199999999999996,11.25
marcanthony.com,0.1,17.0
bumpyboo.com,0.6,7.0
tropicaltanspa.com,1.6,13.5
drugcenterjo.net,0.1,18.0
s36.a2zinc.net,0.1,14.0
peakcandle.com,0.2,17.0
scripps.org,33.6,13.0
bellamonroehair.com,0.3,19.0
officedepot.com,2.5000000000000004,10.6
asdsoftware.com,0.2,12.0
strawberrynet.com,1.0999999999999999,12.0
4chairchick.com,187.79999999999993,8.040816326530612
epharmacy.com.au,18.0,8.4
pharmacie-sante.com,0.3,7.0
significanthaircare.com,0.7000000000000001,17.0
thegirllovesmakeup.wordpress.com,0.2,19.0
lehmiller.com,3.5,14.5
recipe4living.com,3.3000000000000003,3.0
spraytanpro.net,10.100000000000001,11.0
fsastore.com,0.6000000000000001,14.666666666666666
askdrsears.com,1635.399999999999,8.702290076335878
babyoye.com,6.0,11.0
almay.com,8.8,19.0
alzefaf.com,0.5,17.0
health.howstuffworks.com,6718.500000000004,10.044776119402986
canadianfreestuff.com,2.6,6.25
